,Date,code,Open,Close,High,Low,Vol,VoT,振幅,涨跌幅,涨跌额,exchange,CLOSE,HIGH,LOW,CCI
2654,2012-11-28,600519,219.25,218.39,219.25,217.0,15017,328018448.0,1.02,-0.62,-1.37,0.14,218.39,219.25,217.0,-46.8
2655,2012-11-29,600519,218.4,219.28,220.12,218.14,15676,343521808.0,0.91,0.41,0.89,0.15,219.28,220.12,218.14,-28.26
2656,2012-11-30,600519,219.2,216.01,219.2,213.21,21371,459310352.0,2.73,-1.49,-3.27,0.21,216.01,219.2,213.21,-64.84
2657,2012-12-03,600519,213.0,200.19,213.0,199.05,79372,1620343232.0,6.46,-7.32,-15.82,0.76,200.19,213.0,199.05,-230.59
2658,2012-12-04,600519,195.01,196.95,199.98,190.8,78705,1534594320.0,4.59,-1.62,-3.24,0.76,196.95,199.98,190.8,-268.06
2659,2012-12-05,600519,194.3,196.64,200.52,188.63,111704,2172380160.0,6.04,-0.16,-0.31,1.08,196.64,200.52,188.63,-187.55
2660,2012-12-06,600519,196.2,194.21,197.0,184.0,117562,2244829136.0,6.61,-1.24,-2.43,1.13,194.21,197.0,184.0,-156.54
2661,2012-12-07,600519,196.99,198.79,202.69,196.58,99501,1983064736.0,3.15,2.36,4.58,0.96,198.79,202.69,196.58,-78.33
2662,2012-12-11,600519,198.5,202.31,208.0,198.5,92233,1869715840.0,4.78,1.77,3.52,0.89,202.31,208.0,198.5,-44.73
2663,2012-12-12,600519,205.0,211.86,211.99,202.5,64325,1327462832.0,4.69,4.72,9.55,0.62,211.86,211.99,202.5,0.17
2664,2012-12-13,600519,209.89,205.7,214.98,205.1,61996,1297953952.0,4.66,-2.91,-6.16,0.6,205.7,214.98,205.1,1.59
2665,2012-12-14,600519,203.0,207.92,209.5,198.5,78926,1609442080.0,5.35,1.08,2.22,0.76,207.92,209.5,198.5,-16.65
2666,2012-12-17,600519,206.0,211.09,213.66,202.0,71361,1488539584.0,5.61,1.52,3.17,0.69,211.09,213.66,202.0,20.09
2667,2012-12-18,600519,211.21,214.53,216.78,211.17,46945,1005177392.0,2.66,1.63,3.44,0.45,214.53,216.78,211.17,73.55
2668,2012-12-19,600519,213.13,219.45,221.0,213.01,47570,1039482928.0,3.72,2.29,4.92,0.46,219.45,221.0,213.01,108.61
2669,2012-12-20,600519,218.5,218.4,220.4,215.59,34434,750851792.0,2.19,-0.48,-1.05,0.33,218.4,220.4,215.59,113.44
2670,2012-12-21,600519,217.69,216.6,219.0,215.83,25093,544719328.0,1.45,-0.82,-1.8,0.24,216.6,219.0,215.83,102.31
2671,2012-12-24,600519,212.01,204.58,212.01,200.0,100051,2054317648.0,5.54,-5.55,-12.02,0.96,204.58,212.01,200.0,-8.32
2672,2012-12-25,600519,202.9,204.72,206.87,201.22,59534,1218659232.0,2.76,0.07,0.14,0.57,204.72,206.87,201.22,-28.54
2673,2012-12-26,600519,203.78,205.25,206.8,202.71,44866,918674032.0,2.0,0.26,0.53,0.43,205.25,206.8,202.71,-32.47
2674,2012-12-27,600519,205.3,207.58,209.5,203.74,60926,1259078000.0,2.81,1.14,2.33,0.59,207.58,209.5,203.74,-26.44
2675,2012-12-28,600519,207.6,212.3,215.58,207.6,56589,1202787584.0,3.84,2.27,4.72,0.55,212.3,215.58,207.6,32.82
2676,2012-12-31,600519,213.31,209.02,214.8,206.35,51915,1085776112.0,3.98,-1.54,-3.28,0.5,209.02,214.8,206.35,-1.89
2677,2013-01-04,600519,212.0,206.94,212.0,205.0,58370,1205796544.0,3.35,-1.0,-2.08,0.56,206.94,212.0,205.0,-34.93
2678,2013-01-07,600519,205.88,204.29,205.88,202.5,41271,840359824.0,1.63,-1.28,-2.65,0.4,204.29,205.88,202.5,-85.84
2679,2013-01-08,600519,203.18,210.84,210.85,203.18,65287,1362186176.0,3.75,3.21,6.55,0.63,210.84,210.85,203.18,-27.71
2680,2013-01-09,600519,211.5,216.45,217.65,211.5,53749,1159330304.0,2.92,2.66,5.61,0.52,216.45,217.65,211.5,70.17
2681,2013-01-10,600519,215.58,214.5,217.0,213.0,30528,656830928.0,1.85,-0.9,-1.95,0.29,214.5,217.0,213.0,63.25
2682,2013-01-11,600519,213.72,211.26,215.15,209.88,37010,784542944.0,2.46,-1.51,-3.24,0.36,211.26,215.15,209.88,32.52
2683,2013-01-14,600519,208.5,209.42,210.3,202.81,68184,1410483968.0,3.55,-0.87,-1.84,0.66,209.42,210.3,202.81,-34.12
2684,2013-01-15,600519,208.79,210.85,212.1,206.82,52635,1103130864.0,2.52,0.68,1.43,0.51,210.85,212.1,206.82,24.37
2685,2013-01-16,600519,205.0,206.0,206.8,203.68,69502,1427067088.0,1.48,-2.3,-4.85,0.67,206.0,206.8,203.68,-74.13
2686,2013-01-17,600519,204.99,205.13,207.68,204.52,36202,744614976.0,1.53,-0.42,-0.87,0.35,205.13,207.68,204.52,-72.45
2687,2013-01-18,600519,206.15,203.76,206.48,200.11,55318,1122848384.0,3.11,-0.67,-1.37,0.53,203.76,206.48,200.11,-119.72
2688,2013-01-21,600519,202.8,197.31,202.8,196.3,74779,1482664896.0,3.19,-3.17,-6.45,0.72,197.31,202.8,196.3,-179.92
2689,2013-01-22,600519,195.81,198.83,199.73,189.0,73815,1425054464.0,5.44,0.77,1.52,0.71,198.83,199.73,189.0,-180.84
2690,2013-01-23,600519,196.0,198.98,199.51,193.8,51014,1006483568.0,2.87,0.08,0.15,0.49,198.98,199.51,193.8,-126.38
2691,2013-01-24,600519,197.9,195.96,200.1,194.8,59474,1171137856.0,2.66,-1.52,-3.02,0.57,195.96,200.1,194.8,-110.36
2692,2013-01-25,600519,189.0,189.05,191.8,186.1,80008,1508197808.0,2.91,-3.53,-6.91,0.77,189.05,191.8,186.1,-160.93
2693,2013-01-28,600519,186.0,178.5,187.8,178.0,158291,2857092944.0,5.18,-5.58,-10.55,1.52,178.5,187.8,178.0,-177.97
2694,2013-01-29,600519,176.0,178.16,179.99,172.0,115448,2034723440.0,4.48,-0.19,-0.34,1.11,178.16,179.99,172.0,-174.23
2695,2013-01-30,600519,177.05,180.12,182.49,176.68,71377,1285436672.0,3.26,1.1,1.96,0.69,180.12,182.49,176.68,-128.36
2696,2013-01-31,600519,181.2,178.9,181.8,177.77,37816,678384688.0,2.24,-0.68,-1.22,0.36,178.9,181.8,177.77,-105.64
2697,2013-02-01,600519,178.88,178.98,181.77,178.03,45266,813241680.0,2.09,0.04,0.08,0.44,178.98,181.77,178.03,-87.0
2698,2013-02-04,600519,180.0,175.13,180.95,174.0,64964,1142310992.0,3.88,-2.15,-3.85,0.63,175.13,180.95,174.0,-91.07
2699,2013-02-05,600519,174.95,184.43,184.5,173.8,87825,1575281152.0,6.11,5.31,9.3,0.85,184.43,184.5,173.8,-54.84
2700,2013-02-06,600519,184.98,183.93,185.07,182.0,46195,849026096.0,1.66,-0.27,-0.5,0.44,183.93,185.07,182.0,-27.48
2701,2013-02-07,600519,183.0,185.17,186.55,181.32,48568,895061568.0,2.84,0.67,1.24,0.47,185.17,186.55,181.32,-13.4
2702,2013-02-08,600519,185.15,187.86,188.4,184.3,41573,778273776.0,2.21,1.45,2.69,0.4,187.86,188.4,184.3,21.87
2703,2013-02-18,600519,188.3,179.69,188.3,179.0,56570,1024714896.0,4.95,-4.35,-8.17,0.54,179.69,188.3,179.0,-21.55
2704,2013-02-19,600519,178.98,177.92,180.59,176.8,37738,673362432.0,2.11,-0.99,-1.77,0.36,177.92,180.59,176.8,-69.4
2705,2013-02-20,600519,177.0,177.9,179.98,175.02,36582,650765312.0,2.79,-0.01,-0.02,0.35,177.9,179.98,175.02,-81.7
2706,2013-02-21,600519,175.23,180.02,185.2,175.05,53833,974530656.0,5.71,1.19,2.12,0.52,180.02,185.2,175.05,-13.84
2707,2013-02-22,600519,181.0,185.59,186.6,181.0,62864,1163340816.0,3.11,3.09,5.57,0.61,185.59,186.6,181.0,94.69
2708,2013-02-25,600519,184.0,181.09,185.35,180.26,34549,629472576.0,2.74,-2.42,-4.5,0.33,181.09,185.35,180.26,29.46
2709,2013-02-26,600519,180.7,177.37,184.0,177.33,43755,783158032.0,3.68,-2.05,-3.72,0.42,177.37,184.0,177.33,-44.08
2710,2013-02-27,600519,176.61,176.77,178.7,175.56,34158,602608240.0,1.77,-0.34,-0.6,0.33,176.77,178.7,175.56,-103.4
2711,2013-02-28,600519,177.8,175.0,177.8,172.0,56786,990766784.0,3.28,-1.0,-1.77,0.55,175.0,177.8,172.0,-132.16
2712,2013-03-01,600519,174.3,173.82,175.96,172.99,38003,661720752.0,1.7,-0.67,-1.18,0.37,173.82,175.96,172.99,-135.59
2713,2013-03-04,600519,173.72,174.72,176.62,173.72,52073,912360624.0,1.67,0.52,0.9,0.5,174.72,176.62,173.72,-99.86
2714,2013-03-05,600519,175.42,175.0,176.46,173.86,36975,648668784.0,1.49,0.16,0.28,0.36,175.0,176.46,173.86,-85.36
2715,2013-03-06,600519,176.0,177.22,177.3,173.65,49227,861725424.0,2.09,1.27,2.22,0.47,177.22,177.3,173.65,-58.33
2716,2013-03-07,600519,179.38,183.86,188.6,179.32,85191,1573676096.0,5.24,3.75,6.64,0.82,183.86,188.6,179.32,119.2
2717,2013-03-08,600519,186.01,184.13,187.5,183.67,35960,667118432.0,2.08,0.15,0.27,0.35,184.13,187.5,183.67,131.17
2718,2013-03-11,600519,183.8,185.2,185.5,181.81,34965,642927312.0,2.0,0.58,1.07,0.34,185.2,185.5,181.81,92.83
2719,2013-03-12,600519,186.0,182.18,186.1,180.0,25394,465220576.0,3.29,-1.63,-3.02,0.24,182.18,186.1,180.0,57.84
2720,2013-03-13,600519,182.4,183.83,186.02,182.4,30770,567812080.0,1.99,0.91,1.65,0.3,183.83,186.02,182.4,71.33
2721,2013-03-14,600519,182.5,178.94,184.77,178.66,35124,635985856.0,3.32,-2.66,-4.89,0.34,178.94,184.77,178.66,20.93
2722,2013-03-15,600519,177.52,176.97,180.7,175.1,35961,639236960.0,3.13,-1.1,-1.97,0.35,176.97,180.7,175.1,-31.88
2723,2013-03-18,600519,176.9,169.45,176.9,168.19,78232,1336285504.0,4.92,-4.25,-7.52,0.75,169.45,176.9,168.19,-118.66
2724,2013-03-19,600519,168.2,165.18,169.82,164.51,63414,1052322592.0,3.13,-2.52,-4.27,0.61,165.18,169.82,164.51,-162.82
2725,2013-03-20,600519,165.26,169.91,170.59,164.1,71895,1202347856.0,3.93,2.86,4.73,0.69,169.91,170.59,164.1,-121.02
2726,2013-03-21,600519,169.5,166.78,169.5,165.8,65393,1091400976.0,2.18,-1.84,-3.13,0.63,166.78,169.5,165.8,-114.54
2727,2013-03-22,600519,166.48,169.05,169.9,165.71,45579,767262032.0,2.51,1.36,2.27,0.44,169.05,169.9,165.71,-90.72
2728,2013-03-25,600519,169.0,169.03,170.77,168.1,31966,541959904.0,1.58,-0.01,-0.02,0.31,169.03,170.77,168.1,-69.67
2729,2013-03-26,600519,169.1,169.88,171.21,168.41,32480,551865776.0,1.66,0.5,0.85,0.31,169.88,171.21,168.41,-55.86
2730,2013-03-27,600519,170.01,166.79,170.4,165.4,47662,795809840.0,2.94,-1.82,-3.09,0.46,166.79,170.4,165.4,-68.43
2731,2013-03-28,600519,166.08,166.82,168.18,162.31,41491,685703920.0,3.52,0.02,0.03,0.4,166.82,168.18,162.31,-78.24
2732,2013-03-29,600519,167.25,168.86,169.57,166.02,47717,802924384.0,2.13,1.22,2.04,0.46,168.86,169.57,166.02,-47.77
2733,2013-04-01,600519,168.09,164.95,168.46,164.58,29129,483197216.0,2.3,-2.32,-3.91,0.28,164.95,168.46,164.58,-72.2
2734,2013-04-02,600519,165.1,163.71,165.97,163.27,32525,534554080.0,1.64,-0.75,-1.24,0.31,163.71,165.97,163.27,-105.7
2735,2013-04-03,600519,163.68,163.85,165.0,163.18,21991,360543776.0,1.11,0.09,0.14,0.21,163.85,165.0,163.18,-123.67
2736,2013-04-08,600519,162.14,164.32,165.0,160.45,37733,613230368.0,2.78,0.29,0.47,0.36,164.32,165.0,160.45,-139.54
2737,2013-04-09,600519,163.89,163.6,164.9,162.7,24195,396645808.0,1.34,-0.44,-0.72,0.23,163.6,164.9,162.7,-106.41
2738,2013-04-10,600519,164.0,169.96,171.11,162.7,70858,1194391200.0,5.14,3.89,6.36,0.68,169.96,171.11,162.7,44.32
2739,2013-04-11,600519,170.0,168.92,171.0,168.3,29730,504695120.0,1.59,-0.61,-1.04,0.29,168.92,171.0,168.3,90.75
2740,2013-04-12,600519,168.92,172.23,174.4,168.5,59800,1032119616.0,3.49,1.96,3.31,0.58,172.23,174.4,168.5,140.11
2741,2013-04-15,600519,172.27,172.74,173.66,170.02,28337,487286256.0,2.11,0.3,0.51,0.27,172.74,173.66,170.02,130.43
2742,2013-04-16,600519,170.0,173.16,175.2,169.6,39138,676673440.0,3.24,0.24,0.42,0.38,173.16,175.2,169.6,126.72
2743,2013-04-17,600519,173.6,178.49,178.77,173.55,42974,760898352.0,3.01,3.08,5.33,0.41,178.49,178.77,173.55,184.4
2744,2013-04-18,600519,177.2,179.15,180.0,176.01,41957,749007264.0,2.24,0.37,0.66,0.4,179.15,180.0,176.01,158.8
2745,2013-04-19,600519,179.4,179.23,179.88,176.89,39238,701185040.0,1.67,0.04,0.08,0.38,179.23,179.88,176.89,130.62
2746,2013-04-22,600519,178.9,173.71,178.9,173.5,42746,747616496.0,3.01,-3.08,-5.52,0.41,173.71,178.9,173.5,70.09
2747,2013-04-23,600519,173.5,171.81,174.98,171.7,30953,535923152.0,1.89,-1.09,-1.9,0.3,171.81,174.98,171.7,29.26
2748,2013-04-24,600519,172.22,174.87,175.0,170.3,30403,525381344.0,2.74,1.78,3.06,0.29,174.87,175.0,170.3,31.13
2749,2013-04-25,600519,174.02,176.7,177.56,173.22,25360,446045072.0,2.48,1.05,1.83,0.24,176.7,177.56,173.22,64.14
2750,2013-04-26,600519,177.41,173.99,178.0,173.01,16308,285787936.0,2.82,-1.53,-2.71,0.16,173.99,178.0,173.01,40.18
2751,2013-05-02,600519,173.0,171.11,173.05,169.03,28587,489586432.0,2.31,-1.66,-2.88,0.28,171.11,173.05,169.03,-66.7
2752,2013-05-03,600519,171.8,172.45,174.02,170.6,21461,369986944.0,2.0,0.78,1.34,0.21,172.45,174.02,170.6,-46.51
2753,2013-05-06,600519,173.0,177.8,177.98,171.98,30196,529181408.0,3.48,3.1,5.35,0.29,177.8,177.98,171.98,45.9
2754,2013-05-07,600519,179.02,187.69,188.34,179.02,71021,1305178752.0,5.24,5.56,9.89,0.68,187.69,188.34,179.02,244.35
2755,2013-05-08,600519,187.8,188.89,190.0,186.13,42416,799534960.0,2.06,0.64,1.2,0.41,188.89,190.0,186.13,223.8
2756,2013-05-09,600519,189.26,197.18,197.2,189.26,70135,1370326176.0,4.2,4.39,8.29,0.68,197.18,197.2,189.26,223.08
2757,2013-05-10,600519,197.01,197.11,200.92,196.01,48777,970170016.0,2.49,-0.04,-0.07,0.47,197.11,200.92,196.01,180.97
2758,2013-05-13,600519,197.11,197.68,201.6,193.77,32579,645155888.0,3.97,0.29,0.57,0.31,197.68,201.6,193.77,132.86
2759,2013-05-14,600519,196.1,191.19,197.1,190.01,36432,701153968.0,3.59,-3.28,-6.49,0.35,191.19,197.1,190.01,78.06
2760,2013-05-15,600519,190.88,194.66,196.66,190.72,23264,452499712.0,3.11,1.81,3.47,0.22,194.66,196.66,190.72,74.34
2761,2013-05-16,600519,194.01,194.85,200.51,192.0,45462,893376384.0,4.37,0.1,0.19,0.44,194.85,200.51,192.0,76.03
2762,2013-05-17,600519,194.08,195.91,196.45,193.0,33557,654713520.0,1.77,0.54,1.06,0.32,195.91,196.45,193.0,62.61
2763,2013-05-20,600519,196.8,195.0,198.48,194.45,30944,605797984.0,2.06,-0.46,-0.91,0.3,195.0,198.48,194.45,61.74
2764,2013-05-21,600519,194.88,195.02,195.76,193.51,23102,449227072.0,1.15,0.01,0.02,0.22,195.02,195.76,193.51,46.31
2765,2013-05-22,600519,195.65,199.47,200.6,195.1,46150,917905232.0,2.82,2.28,4.45,0.44,199.47,200.6,195.1,75.32
2766,2013-05-23,600519,199.6,202.44,206.49,199.6,62247,1272531728.0,3.45,1.49,2.97,0.6,202.44,206.49,199.6,136.04
2767,2013-05-24,600519,204.0,200.93,207.17,200.0,45073,915894080.0,3.54,-0.75,-1.51,0.43,200.93,207.17,200.0,144.99
2768,2013-05-27,600519,201.97,201.63,202.1,198.0,26778,536544400.0,2.04,0.35,0.7,0.26,201.63,202.1,198.0,89.84
2769,2013-05-28,600519,201.88,202.14,203.31,199.55,23676,477386720.0,1.86,0.25,0.51,0.23,202.14,203.31,199.55,100.23
2770,2013-05-29,600519,203.0,201.49,206.87,201.35,32340,659505376.0,2.73,-0.32,-0.65,0.31,201.49,206.87,201.35,115.28
2771,2013-05-30,600519,200.8,200.25,202.82,199.01,25019,500916432.0,1.89,-0.62,-1.24,0.24,200.25,202.82,199.01,50.75
2772,2013-05-31,600519,200.97,197.1,201.4,197.0,24591,490984240.0,2.2,-1.57,-3.15,0.24,197.1,201.4,197.0,3.02
2773,2013-06-03,600519,198.1,202.08,202.55,197.18,40257,807356528.0,2.72,2.53,4.98,0.39,202.08,202.55,197.18,39.52
2774,2013-06-04,600519,202.3,201.7,205.3,201.65,42357,862313616.0,1.81,-0.19,-0.38,0.41,201.7,205.3,201.65,82.76
2775,2013-06-05,600519,201.99,201.17,202.5,199.58,23724,476555328.0,1.45,-0.26,-0.53,0.23,201.17,202.5,199.58,31.8
2776,2013-06-06,600519,201.21,201.66,204.8,201.21,33877,688473440.0,1.78,0.24,0.49,0.33,201.66,204.8,201.21,68.73
2777,2013-06-07,600519,195.11,196.26,200.0,193.51,25478,502253008.0,3.22,-2.68,-5.4,0.25,196.26,200.0,193.51,-132.61
2778,2013-06-13,600519,195.12,194.71,198.48,192.01,44999,876852224.0,3.3,-0.79,-1.55,0.43,194.71,198.48,192.01,-187.88
2779,2013-06-14,600519,194.35,194.02,195.0,189.58,32519,625711424.0,2.78,-0.35,-0.69,0.31,194.02,195.0,189.58,-193.67
2780,2013-06-17,600519,194.27,189.48,194.98,189.21,29689,568914656.0,2.97,-2.34,-4.54,0.29,189.48,194.98,189.21,-169.32
2781,2013-06-18,600519,189.16,191.65,191.8,186.52,27378,516512032.0,2.79,1.15,2.17,0.26,191.65,191.8,186.52,-149.48
2782,2013-06-19,600519,190.88,194.83,195.5,188.2,28909,556142176.0,3.81,1.66,3.18,0.28,194.83,195.5,188.2,-81.93
2783,2013-06-20,600519,194.46,191.74,195.48,190.61,25587,493350640.0,2.5,-1.59,-3.09,0.25,191.74,195.48,190.61,-73.34
2784,2013-06-21,600519,190.04,191.17,195.88,187.5,39654,762942576.0,4.37,-0.3,-0.57,0.38,191.17,195.88,187.5,-79.58
2785,2013-06-24,600519,191.61,185.62,192.0,185.18,40807,765344880.0,3.57,-2.9,-5.55,0.39,185.62,192.0,185.18,-123.04
2786,2013-06-25,600519,185.56,189.84,190.3,176.03,51352,952843632.0,7.69,2.27,4.22,0.49,189.84,190.3,176.03,-133.26
2787,2013-06-26,600519,188.49,188.72,189.82,184.78,32903,613847376.0,2.65,-0.59,-1.12,0.32,188.72,189.82,184.78,-89.22
2788,2013-06-27,600519,188.72,189.58,192.35,188.09,34136,651525216.0,2.26,0.46,0.86,0.33,189.58,192.35,188.09,-49.17
2789,2013-06-28,600519,188.85,192.37,193.46,188.85,28070,540002736.0,2.43,1.47,2.79,0.27,192.37,193.46,188.85,-9.26
2790,2013-07-01,600519,192.03,194.29,194.97,191.02,25829,498364208.0,2.05,1.0,1.92,0.25,194.29,194.97,191.02,61.75
2791,2013-07-02,600519,194.27,197.95,198.99,192.62,33453,656544864.0,3.28,1.88,3.66,0.32,197.95,198.99,192.62,152.81
2792,2013-07-03,600519,198.9,197.97,199.8,196.13,35425,702154064.0,1.85,0.01,0.02,0.34,197.97,199.8,196.13,175.43
2793,2013-07-04,600519,197.07,196.62,199.86,196.58,24215,480333712.0,1.66,-0.68,-1.35,0.23,196.62,199.86,196.58,136.78
2794,2013-07-05,600519,196.9,197.12,199.37,196.9,17780,351961200.0,1.26,0.25,0.5,0.17,197.12,199.37,196.9,113.25
2795,2013-07-08,600519,196.88,195.16,197.89,193.0,24114,471887312.0,2.48,-0.99,-1.96,0.23,195.16,197.89,193.0,54.44
2796,2013-07-09,600519,196.3,192.05,196.3,190.71,20234,390495520.0,2.86,-1.59,-3.11,0.19,192.05,196.3,190.71,5.97
2797,2013-07-10,600519,191.21,193.84,194.1,188.89,33245,635969696.0,2.71,0.93,1.79,0.32,193.84,194.1,188.89,-8.79
2798,2013-07-11,600519,194.55,195.97,196.5,192.03,46057,897968912.0,2.31,1.1,2.13,0.44,195.97,196.5,192.03,38.26
2799,2013-07-12,600519,195.11,188.81,196.77,188.7,42992,823551968.0,4.12,-3.65,-7.16,0.41,188.81,196.77,188.7,-39.66
2800,2013-07-15,600519,189.38,187.95,190.1,184.93,36607,683259584.0,2.74,-0.46,-0.86,0.35,187.95,190.1,184.93,-133.92
2801,2013-07-16,600519,188.16,190.95,191.28,185.5,37011,698456704.0,3.08,1.6,3.0,0.36,190.95,191.28,185.5,-102.8
2802,2013-07-17,600519,190.5,186.92,190.79,186.81,27388,517180736.0,2.08,-2.11,-4.03,0.26,186.92,190.79,186.81,-120.19
2803,2013-07-18,600519,187.0,185.07,187.45,183.7,25700,475329680.0,2.01,-0.99,-1.85,0.25,185.07,187.45,183.7,-150.39
2804,2013-07-19,600519,185.01,176.01,185.01,174.53,73319,1309145808.0,5.66,-4.9,-9.06,0.71,176.01,185.01,174.53,-202.9
2805,2013-07-22,600519,175.66,174.88,177.09,173.05,27062,472471728.0,2.3,-0.64,-1.13,0.26,174.88,177.09,173.05,-188.63
2806,2013-07-23,600519,175.93,179.59,180.29,174.98,28756,513622528.0,3.04,2.69,4.71,0.28,179.59,180.29,174.98,-122.71
2807,2013-07-24,600519,179.4,174.62,179.4,173.1,44067,772480656.0,3.51,-2.77,-4.97,0.42,174.62,179.4,173.1,-124.03
2808,2013-07-25,600519,175.4,178.74,179.8,174.3,39541,701690240.0,3.15,2.36,4.12,0.38,178.74,179.8,174.3,-86.2
2809,2013-07-26,600519,177.0,174.97,177.8,174.9,19046,334279504.0,1.62,-2.11,-3.77,0.18,174.97,177.8,174.9,-87.38
2810,2013-07-29,600519,174.28,171.32,174.28,171.0,26883,462873568.0,1.87,-2.09,-3.65,0.26,171.32,174.28,171.0,-105.39
2811,2013-07-30,600519,170.3,168.43,171.28,165.59,42114,708812320.0,3.32,-1.69,-2.89,0.41,168.43,171.28,165.59,-123.03
2812,2013-07-31,600519,169.68,168.5,171.2,167.7,14590,246901546.0,2.08,0.04,0.07,0.14,168.5,171.2,167.7,-108.44
2813,2013-08-01,600519,169.98,171.89,172.5,169.06,24853,426199168.0,2.04,2.01,3.39,0.24,171.89,172.5,169.06,-82.1
2814,2013-08-02,600519,172.79,176.03,178.16,172.69,29241,514840304.0,3.18,2.41,4.14,0.28,176.03,178.16,172.69,-21.06
2815,2013-08-05,600519,176.03,175.5,176.77,173.9,18065,316638080.0,1.63,-0.3,-0.53,0.17,175.5,176.77,173.9,-13.62
2816,2013-08-06,600519,173.93,175.23,175.5,172.7,26562,462053664.0,1.6,-0.15,-0.27,0.26,175.23,175.5,172.7,-16.28
2817,2013-08-07,600519,174.8,176.38,178.66,173.73,28378,501679184.0,2.81,0.66,1.15,0.27,176.38,178.66,173.73,45.93
2818,2013-08-08,600519,176.42,175.16,177.36,174.4,16077,282184720.0,1.68,-0.69,-1.22,0.15,175.16,177.36,174.4,36.76
2819,2013-08-09,600519,175.45,172.83,176.09,170.94,22889,396239808.0,2.94,-1.33,-2.33,0.22,172.83,176.09,170.94,-25.79
2820,2013-08-12,600519,172.8,178.31,178.43,172.51,39390,692000832.0,3.43,3.17,5.48,0.38,178.31,178.43,172.51,66.97
2821,2013-08-13,600519,178.01,179.95,180.5,176.5,25436,453549744.0,2.24,0.92,1.64,0.25,179.95,180.5,176.5,125.02
2822,2013-08-14,600519,179.89,178.69,182.34,178.4,21722,392821872.0,2.19,-0.7,-1.26,0.21,178.69,182.34,178.4,136.8
2823,2013-08-15,600519,178.86,177.46,181.2,177.39,15366,274789280.0,2.13,-0.69,-1.23,0.15,177.46,181.2,177.39,96.43
2824,2013-08-16,600519,177.53,174.4,181.0,174.05,34974,617783344.0,3.92,-1.72,-3.06,0.34,174.4,181.0,174.05,37.96
2825,2013-08-19,600519,175.4,175.17,175.91,173.0,19358,337652096.0,1.67,0.44,0.77,0.19,175.17,175.91,173.0,-23.81
2826,2013-08-20,600519,174.15,173.61,175.0,172.7,31251,541646640.0,1.31,-0.89,-1.56,0.3,173.61,175.0,172.7,-77.07
2827,2013-08-21,600519,175.01,174.69,175.15,172.4,23103,401820448.0,1.58,0.62,1.08,0.22,174.69,175.15,172.4,-81.67
2828,2013-08-22,600519,174.6,175.08,176.68,174.02,15502,272139856.0,1.52,0.22,0.39,0.15,175.08,176.68,174.02,-29.16
2829,2013-08-23,600519,175.97,172.99,175.98,171.5,19530,338959488.0,2.56,-1.19,-2.09,0.19,172.99,175.98,171.5,-91.9
2830,2013-08-26,600519,173.11,173.94,175.0,172.0,16885,293255616.0,1.73,0.55,0.95,0.16,173.94,175.0,172.0,-80.9
2831,2013-08-27,600519,173.77,173.15,173.77,172.0,24437,422029088.0,1.02,-0.45,-0.79,0.24,173.15,173.77,172.0,-91.79
2832,2013-08-28,600519,172.17,169.9,172.17,169.57,30603,521639360.0,1.5,-1.88,-3.25,0.29,169.9,172.17,169.57,-145.93
2833,2013-08-29,600519,170.0,168.48,170.34,168.11,21804,368545680.0,1.31,-0.84,-1.42,0.21,168.48,170.34,168.11,-165.2
2834,2013-08-30,600519,168.48,168.78,169.0,167.55,25861,435606368.0,0.86,0.18,0.3,0.25,168.78,169.0,167.55,-148.96
2835,2013-09-02,600519,160.8,151.92,160.8,151.9,224971,3438418528.0,5.27,-9.99,-16.86,2.17,151.92,160.8,151.9,-301.44
2836,2013-09-03,600519,151.0,151.66,152.8,149.0,123211,1855978592.0,2.5,-0.17,-0.26,1.19,151.66,152.8,149.0,-234.12
2837,2013-09-04,600519,152.0,152.1,153.55,151.6,76790,1171694800.0,1.29,0.29,0.44,0.74,152.1,153.55,151.6,-158.85
2838,2013-09-05,600519,151.86,150.27,152.8,149.3,71283,1070129376.0,2.3,-1.2,-1.83,0.69,150.27,152.8,149.3,-128.9
2839,2013-09-06,600519,150.1,150.28,150.9,149.77,37784,567391472.0,0.75,0.01,0.01,0.36,150.28,150.9,149.77,-104.65
2840,2013-09-09,600519,151.0,150.95,151.52,149.88,69271,1042258768.0,1.09,0.45,0.67,0.67,150.95,151.52,149.88,-84.03
2841,2013-09-10,600519,150.8,151.62,151.88,150.08,54093,816720656.0,1.19,0.44,0.67,0.52,151.62,151.88,150.08,-69.65
2842,2013-09-11,600519,151.75,152.57,152.78,150.0,69013,1045733440.0,1.83,0.63,0.95,0.66,152.57,152.78,150.0,-57.51
2843,2013-09-12,600519,152.63,151.73,153.2,151.21,47723,725740672.0,1.3,-0.55,-0.84,0.46,151.73,153.2,151.21,-49.28
2844,2013-09-13,600519,151.69,152.02,154.48,151.65,68255,1044001952.0,1.87,0.19,0.29,0.66,152.02,154.48,151.65,-38.61
2845,2013-09-16,600519,152.62,149.65,152.62,149.59,58877,889024064.0,1.99,-1.56,-2.37,0.57,149.65,152.62,149.59,-54.55
2846,2013-09-17,600519,149.0,141.3,149.2,140.51,109058,1571781600.0,5.81,-5.58,-8.35,1.05,141.3,149.2,140.51,-145.88
